date,symbol,market_cap
2022-11-23,AAPL,4106859503119.273
2022-11-24,AAPL,4043238398030.294
2022-11-25,AAPL,4013883606135.158
2022-11-28,AAPL,4054287315356.048
2022-11-29,AAPL,3991443036124.497
2022-11-30,AAPL,4008875830755.1523
2022-12-01,AAPL,3917427288206.5513
2022-12-02,AAPL,4010509210698.1577
2022-12-05,AAPL,3912450080527.006
2022-12-06,AAPL,3866805207311.9136
2022-12-07,AAPL,3906469465360.849
2022-12-08,AAPL,3824815410265.148
2022-12-09,AAPL,3800223838497.1553
2022-12-12,AAPL,3782187712430.9585
2022-12-13,AAPL,3776381432939.036
2022-12-14,AAPL,3678421365105.0522
2022-12-15,AAPL,3586652153718.941
2022-12-16,AAPL,3549411854130.2915
2022-12-19,AAPL,3586600833102.946
2022-12-20,AAPL,3608595874050.298
2022-12-21,AAPL,3571859202573.1475
2022-12-22,AAPL,3625432513182.829
2022-12-23,AAPL,3577251047497.977
2022-12-26,AAPL,3566940394754.8457
2022-12-27,AAPL,3624075997423.99
2022-12-28,AAPL,3665197414665.314
2022-12-29,AAPL,3661269413948.2617
2022-12-30,AAPL,3748309123086.838
2023-01-02,AAPL,3631980800520.481
2023-01-03,AAPL,3724000413721.6494
2023-01-04,AAPL,3773205749737.3643
2023-01-05,AAPL,3721567563340.6494
2023-01-06,AAPL,3781927853149.6074
2023-01-09,AAPL,3862125363868.901
2023-01-10,AAPL,3866946486341.701
2023-01-11,AAPL,3976444759669.515
2023-01-12,AAPL,3933944403783.4
2023-01-13,AAPL,3939365616681.802
2023-01-16,AAPL,3924660285954.187
2023-01-17,AAPL,3999633081176.8823
2023-01-18,AAPL,3941738101129.9365
2023-01-19,AAPL,3870160996347.5063
2023-01-20,AAPL,3951587195591.833
2023-01-23,AAPL,4019482226176.86
2023-01-24,AAPL,3982615830007.772
2023-01-25,AAPL,3896738871312.4927
2023-01-26,AAPL,3898014177049.4927
2023-01-27,AAPL,3945849131019.7803
2023-01-30,AAPL,3977803348605.848
2023-01-31,AAPL,3994827914160.479
2023-02-01,AAPL,4072787395807.479
2023-02-02,AAPL,3981951909778.443
2023-02-03,AAPL,3983011053222.7915
2023-02-06,AAPL,3910808854909.152
2023-02-07,AAPL,3908519966318.1987
2023-02-08,AAPL,3950152671222.0176
2023-02-09,AAPL,3967935963353.663
2023-02-10,AAPL,4037421272645.879
2023-02-13,AAPL,4239248150416.922
2023-02-14,AAPL,4257320890974.649
2023-02-15,AAPL,4348711784681.208
2023-02-16,AAPL,4373993992951.428
2023-02-17,AAPL,4388241806021.9126
2023-02-20,AAPL,4522465934958.544
2023-02-21,AAPL,4456005870031.806
2023-02-22,AAPL,4421728092777.796
2023-02-23,AAPL,4514653130842.615
2023-02-24,AAPL,4534553893154.137
2023-02-27,AAPL,4556524363494.599
2023-02-28,AAPL,4613898733351.517
2023-03-01,AAPL,4587768856485.312
2023-03-02,AAPL,4665956804060.156
2023-03-03,AAPL,4782549142391.639
2023-03-06,AAPL,4850023902346.071
2023-03-07,AAPL,5001543907901.786
2023-03-08,AAPL,5027912396197.25
2023-03-09,AAPL,5256705402445.947
2023-03-10,AAPL,5376507059943.434
2023-03-13,AAPL,5389727703694.238
2023-03-14,AAPL,5358737805554.849
2023-03-15,AAPL,5370843403582.596
2023-03-16,AAPL,5452846080498.838
2023-03-17,AAPL,5185269017085.285
2023-03-20,AAPL,5214947106181.233
2023-03-21,AAPL,5207705974583.435
2023-03-22,AAPL,5230364211477.324
2023-03-23,AAPL,5163450009934.253
2023-03-24,AAPL,4944163338590.605
2023-03-27,AAPL,4861118102774.171
2023-03-28,AAPL,4890241453795.438
2023-03-29,AAPL,4898845270057.624
2023-03-30,AAPL,4940616348828.738
2023-03-31,AAPL,4867802067151.494
2023-04-03,AAPL,4872233894474.653
2023-04-04,AAPL,5021784115695.549
2023-04-05,AAPL,5031859092152.001
2023-04-06,AAPL,5149381694042.877
2023-04-07,AAPL,5230015216944.56
2023-04-10,AAPL,5276836154408.821
2023-04-11,AAPL,5391579865445.402
2023-04-12,AAPL,5250423869685.771
2023-04-13,AAPL,5191441772808.246
2023-04-14,AAPL,5314468026393.312
2023-04-17,AAPL,5345622895663.427
2023-04-18,AAPL,5259217428205.293
2023-04-19,AAPL,5285146506501.317
2023-04-20,AAPL,5270273657748.03
2023-04-21,AAPL,5060854942764.7295
2023-04-24,AAPL,5080505349632.44
2023-04-25,AAPL,5020238927073.153
2023-04-26,AAPL,5150732434487.981
2023-04-27,AAPL,5259585332362.3
2023-04-28,AAPL,5447111848701.6875
2023-05-01,AAPL,5465810873975.361
2023-05-02,AAPL,5395290866735.382
2023-05-03,AAPL,5400495401953.605
2023-05-04,AAPL,5351963102315.178
2023-05-05,AAPL,5269659531306.373
2023-05-08,AAPL,5193192714077.376
2023-05-09,AAPL,5142357869313.735
2023-05-10,AAPL,5260432333748.94
2023-05-11,AAPL,5131453799044.559
2023-05-12,AAPL,5106548893109.016
2023-05-15,AAPL,4967762369834.0625
2023-05-16,AAPL,4845045430342.305
2023-05-17,AAPL,4828033032734.879
2023-05-18,AAPL,4683444471402.374
2023-05-19,AAPL,4658805587387.102
2023-05-22,AAPL,4614845526725.773
2023-05-23,AAPL,4653038969718.796
2023-05-24,AAPL,4618300414421.425
2023-05-25,AAPL,4547862815319.293
2023-05-26,AAPL,4647850346594.661
2023-05-29,AAPL,4609832468098.661
2023-05-30,AAPL,4591201350940.377
2023-05-31,AAPL,4640708513224.869
2023-06-01,AAPL,4756089085445.306
2023-06-02,AAPL,4861284401269.529
2023-06-05,AAPL,4965542709492.953
2023-06-06,AAPL,5088099573751.241
2023-06-07,AAPL,5157154921208.612
2023-06-08,AAPL,5135872289873.409
2023-06-09,AAPL,5044345122016.507
2023-06-12,AAPL,4945672800542.199
2023-06-13,AAPL,4908258200518.3545
2023-06-14,AAPL,4957277480801.249
2023-06-15,AAPL,4803870221963.274
2023-06-16,AAPL,4635586524617.43
2023-06-19,AAPL,4634670076054.312
2023-06-20,AAPL,4766623465358.332
2023-06-21,AAPL,4792583126491.275
2023-06-22,AAPL,4866121422318.051
2023-06-23,AAPL,5013151087519.8
2023-06-26,AAPL,5010875656018.709
2023-06-27,AAPL,4934106135261.321
2023-06-28,AAPL,4997694985221.598
2023-06-29,AAPL,4833106979770.48
2023-06-30,AAPL,4832177985575.249
2023-07-03,AAPL,4754066148274.519
2023-07-04,AAPL,4698092590651.159
2023-07-05,AAPL,4597973954419.687
2023-07-06,AAPL,4612399728354.3955
2023-07-07,AAPL,4622889849238.967
2023-07-10,AAPL,4558460342719.025
2023-07-11,AAPL,4508449568033.085
2023-07-12,AAPL,4395699917591.171
2023-07-13,AAPL,4571151290834.989
2023-07-14,AAPL,4618514534047.96
2023-07-17,AAPL,4713683834459.164
2023-07-18,AAPL,4660295984138.986
2023-07-19,AAPL,4614823370233.265
2023-07-20,AAPL,4634128607376.885
2023-07-21,AAPL,4607443882622.416
2023-07-24,AAPL,4530732604030.119
2023-07-25,AAPL,4601728685136.372
2023-07-26,AAPL,4643312186184.821
2023-07-27,AAPL,4710753537198.138
2023-07-28,AAPL,4723200634666.672
2023-07-31,AAPL,4778114311462.177
2023-08-01,AAPL,4671675273504.14
2023-08-02,AAPL,4674222074885.637
2023-08-03,AAPL,4767090392157.995
2023-08-04,AAPL,4857982541265.619
2023-08-07,AAPL,4938866804992.401
2023-08-08,AAPL,5111560215188.278
2023-08-09,AAPL,4939102268400.653
2023-08-10,AAPL,4858146461813.531
2023-08-11,AAPL,4701589224026.295
2023-08-14,AAPL,4757368444590.262
2023-08-15,AAPL,4784755400222.437
2023-08-16,AAPL,4798779931975.546
2023-08-17,AAPL,4579697165371.5625
2023-08-18,AAPL,4614522445533.131
2023-08-21,AAPL,4502751154561.452
2023-08-22,AAPL,4454289436882.177
2023-08-23,AAPL,4431432782391.415
2023-08-24,AAPL,4360137946381.723
2023-08-25,AAPL,4361834913112.9976
2023-08-28,AAPL,4315710280725.252
2023-08-29,AAPL,4311376498396.187
2023-08-30,AAPL,4269627612768.788
2023-08-31,AAPL,4390319264643.075
2023-09-01,AAPL,4367688202779.1187
2023-09-04,AAPL,4412767317539.893
2023-09-05,AAPL,4345772649556.234
2023-09-06,AAPL,4258168930993.6426
2023-09-07,AAPL,4292972863865.529
2023-09-08,AAPL,4293112145686.323
2023-09-11,AAPL,4221669908041.608
2023-09-12,AAPL,4075075546948.616
2023-09-13,AAPL,4043609365792.987
2023-09-14,AAPL,4020730232279.7573
2023-09-15,AAPL,3961853166192.072
2023-09-18,AAPL,3920701783716.7617
2023-09-19,AAPL,3857680187308.092
2023-09-20,AAPL,3911859131872.5195
2023-09-21,AAPL,3855358443006.0366
2023-09-22,AAPL,3731596233861.8306
2023-09-25,AAPL,3644525044249.159
2023-09-26,AAPL,3565264461410.951
2023-09-27,AAPL,3551189820509.1177
2023-09-28,AAPL,3511734348521.8525
2023-09-29,AAPL,3464258858278.7456
2023-10-02,AAPL,3459558995262.907
2023-10-03,AAPL,3465187622181.308
2023-10-04,AAPL,3420203111674.5107
2023-10-05,AAPL,3393293823982.331
2023-10-06,AAPL,3425578018508.9243
2023-10-09,AAPL,3437435881493.816
2023-10-10,AAPL,3404596468266.009
2023-10-11,AAPL,3437396626767.7783
2023-10-12,AAPL,3337977531202.5083
2023-10-13,AAPL,3234277929896.042
2023-10-16,AAPL,3151874408124.9473
2023-10-17,AAPL,3210597997272.5776
2023-10-18,AAPL,3271140275482.4287
2023-10-19,AAPL,3230762834607.532
2023-10-20,AAPL,3229117571557.3164
2023-10-23,AAPL,3201012147371.9688
2023-10-24,AAPL,3232593069989.948
2023-10-25,AAPL,3308570754619.8633
2023-10-26,AAPL,3318384793467.349
2023-10-27,AAPL,3438644194069.5493
2023-10-30,AAPL,3490367692548.81
2023-10-31,AAPL,3451428840333.446
2023-11-01,AAPL,3430764228389.7236
2023-11-02,AAPL,3392024683583.5205
2023-11-03,AAPL,3401485502039.0938
2023-11-06,AAPL,3436745571892.0815
2023-11-07,AAPL,3372395347822.4136
2023-11-08,AAPL,3398205750979.2544
2023-11-09,AAPL,3481634510429.653
2023-11-10,AAPL,3552401270586.889
2023-11-13,AAPL,3509164084865.2524
2023-11-14,AAPL,3474936988674.4272
2023-11-15,AAPL,3431814112128.0776
2023-11-16,AAPL,3355379617393.8677
2023-11-17,AAPL,3357126604842.713
2023-11-20,AAPL,3363171525107.711
2023-11-21,AAPL,3383579018856.5986
2023-11-22,AAPL,3340838000948.3374
2023-11-23,AAPL,3271711041181.5317
2023-11-24,AAPL,3227867688756.0044
2023-11-27,AAPL,3197205565114.787
2023-11-28,AAPL,3158705238353.795
2023-11-29,AAPL,3250544973793.335
2023-11-30,AAPL,3256181108321.01
2023-12-01,AAPL,3160668435733.6895
2022-01-03,MSFT,2648895843299.178
2022-01-04,MSFT,2666369836750.984
2022-01-05,MSFT,2706612440522.054
2022-01-06,MSFT,2705175437990.5747
2022-01-07,MSFT,2691755211402.8125
2022-01-10,MSFT,2746012988323.2944
2022-01-11,MSFT,2777335177629.082
2022-01-12,MSFT,2857740568045.6934
2022-01-13,MSFT,2776891512170.7764
2022-01-14,MSFT,2717430349571.1216
2022-01-17,MSFT,2752077690971.128
2022-01-18,MSFT,2724151669237.2124
2022-01-19,MSFT,2714682292718.842
2022-01-20,MSFT,2708796083445.22
2022-01-21,MSFT,2677860281813.7207
2022-01-24,MSFT,2650523391163.048
2022-01-25,MSFT,2569146189945.276
2022-01-26,MSFT,2565630742376.8545
2022-01-27,MSFT,2592029123992.271
2022-01-28,MSFT,2631811144661.3037
2022-01-31,MSFT,2681843118922.9595
2022-02-01,MSFT,2715512580980.318
2022-02-02,MSFT,2723706787205.5625
2022-02-03,MSFT,2631599328540.5645
2022-02-04,MSFT,2597596696676.74
2022-02-07,MSFT,2592312993175.4
2022-02-08,MSFT,2614405490144.957
2022-02-09,MSFT,2580437723021.422
2022-02-10,MSFT,2574922766836.885
2022-02-11,MSFT,2603282052267.807
2022-02-14,MSFT,2590696464282.971
2022-02-15,MSFT,2608727133141.2134
2022-02-16,MSFT,2637252215574.625
2022-02-17,MSFT,2679431996790.08
2022-02-18,MSFT,2666720436317.3857
2022-02-21,MSFT,2628990789748.0615
2022-02-22,MSFT,2647885994858.9272
2022-02-23,MSFT,2679416713660.4175
2022-02-24,MSFT,2615203841061.911
2022-02-25,MSFT,2617556469414.894
2022-02-28,MSFT,2652652573808.398
2022-03-01,MSFT,2632059951217.48
2022-03-02,MSFT,2630234844168.349
2022-03-03,MSFT,2575839879700.5146
2022-03-04,MSFT,2536629348665.622
2022-03-07,MSFT,2547186780076.8154
2022-03-08,MSFT,2550543385951.654
2022-03-09,MSFT,2564211505041.615
2022-03-10,MSFT,2611798138729.1465
2022-03-11,MSFT,2630430213046.1235
2022-03-14,MSFT,2624870942159.717
2022-03-15,MSFT,2657290171009.3213
2022-03-16,MSFT,2705343965197.077
2022-03-17,MSFT,2684485290544.986
2022-03-18,MSFT,2718534921619.756
2022-03-21,MSFT,2722372243076.186
2022-03-22,MSFT,2653340691792.356
2022-03-23,MSFT,2574598538898.6216
2022-03-24,MSFT,2538018780627.088
2022-03-25,MSFT,2529224509773.932
2022-03-28,MSFT,2551738923947.9497
2022-03-29,MSFT,2528453914312.7554
2022-03-30,MSFT,2495140595258.803
2022-03-31,MSFT,2492798071513.934
2022-04-01,MSFT,2450324652690.657
2022-04-04,MSFT,2428685954656.2715
2022-04-05,MSFT,2405130132012.6504
2022-04-06,MSFT,2419744393920.852
2022-04-07,MSFT,2439244221678.0513
2022-04-08,MSFT,2412211793453.2373
2022-04-11,MSFT,2394054642926.4126
2022-04-12,MSFT,2404690419256.4893
2022-04-13,MSFT,2435532495293.4556
2022-04-14,MSFT,2445169741230.8584
2022-04-15,MSFT,2470764357462.48
2022-04-18,MSFT,2447928343790.523
2022-04-19,MSFT,2481398591014.7
2022-04-20,MSFT,2428636112152.247
2022-04-21,MSFT,2419977537029.235
2022-04-22,MSFT,2457218312527.5435
2022-04-25,MSFT,2437106583404.592
2022-04-26,MSFT,2410736247561.345
2022-04-27,MSFT,2382484989426.2114
2022-04-28,MSFT,2408958068670.8657
2022-04-29,MSFT,2432614132000.861
2022-05-02,MSFT,2461385013730.3955
2022-05-03,MSFT,2425334131872.366
2022-05-04,MSFT,2400979427128.9863
2022-05-05,MSFT,2414663320606.161
2022-05-06,MSFT,2444163567419.1577
2022-05-09,MSFT,2421501723201.7397
2022-05-10,MSFT,2465121395645.955
2022-05-11,MSFT,2445645366708.2803
2022-05-12,MSFT,2466082241852.73
2022-05-13,MSFT,2478874559918.64
2022-05-16,MSFT,2466002005523.4663
2022-05-17,MSFT,2427159559707.2656
2022-05-18,MSFT,2467660131260.8047
2022-05-19,MSFT,2505468811251.2744
2022-05-20,MSFT,2523085405776.8105
2022-05-23,MSFT,2474459235145.491
2022-05-24,MSFT,2403168080927.425
2022-05-25,MSFT,2379258193463.315
2022-05-26,MSFT,2413583240262.6064
2022-05-27,MSFT,2424817477241.9463
2022-05-30,MSFT,2381830175266.275
2022-05-31,MSFT,2413382793476.6826
2022-06-01,MSFT,2348702818277.717
2022-06-02,MSFT,2318842462196.945
2022-06-03,MSFT,2297851943338.8936
2022-06-06,MSFT,2307749560658.633
2022-06-07,MSFT,2319927217762.806
2022-06-08,MSFT,2303135337676.2812
2022-06-09,MSFT,2343472300846.217
2022-06-10,MSFT,2345522925111.416
2022-06-13,MSFT,2358848643157.819
2022-06-14,MSFT,2332551635069.8843
2022-06-15,MSFT,2348457998808.7446
2022-06-16,MSFT,2289498718931.074
2022-06-17,MSFT,2352082661783.0674
2022-06-20,MSFT,2317694700967.8105
2022-06-21,MSFT,2353965839454.499
2022-06-22,MSFT,2359364985105.2524
2022-06-23,MSFT,2328696889344.269
2022-06-24,MSFT,2402142256916.4165
2022-06-27,MSFT,2421511537937.322
2022-06-28,MSFT,2415154349263.1143
2022-06-29,MSFT,2426814750095.6323
2022-06-30,MSFT,2459669337191.496
2022-07-01,MSFT,2441917832525.38
2022-07-04,MSFT,2469767840031.2505
2022-07-05,MSFT,2459292245462.9746
2022-07-06,MSFT,2476407957536.4136
2022-07-07,MSFT,2457820590009.9756
2022-07-08,MSFT,2537087148161.994
2022-07-11,MSFT,2510883902330.515
2022-07-12,MSFT,2477555041316.804
2022-07-13,MSFT,2399722233289.534
2022-07-14,MSFT,2400168749928.5586
2022-07-15,MSFT,2369996624524.2344
2022-07-18,MSFT,2311587815642.7983
2022-07-19,MSFT,2342415550589.414
2022-07-20,MSFT,2318444890256.6455
2022-07-21,MSFT,2252394212137.2285
2022-07-22,MSFT,2198800124239.1313
2022-07-25,MSFT,2198011157605.769
2022-07-26,MSFT,2210972723757.9873
2022-07-27,MSFT,2194364999366.007
2022-07-28,MSFT,2216210726124.891
2022-07-29,MSFT,2212271691089.76
2022-08-01,MSFT,2198559823780.3196
2022-08-02,MSFT,2183631998037.2808
2022-08-03,MSFT,2197017088895.015
2022-08-04,MSFT,2180278797641.5315
2022-08-05,MSFT,2131659143974.129
2022-08-08,MSFT,2163466487732.5352
2022-08-09,MSFT,2148912667890.5742
2022-08-10,MSFT,2139038798657.4321
2022-08-11,MSFT,2172328192754.827
2022-08-12,MSFT,2223094521301.597
2022-08-15,MSFT,2192753324763.325
2022-08-16,MSFT,2196696895466.0352
2022-08-17,MSFT,2142071168075.4768
2022-08-18,MSFT,2158076547003.8608
2022-08-19,MSFT,2134069923687.4285
2022-08-22,MSFT,2068936766388.3567
2022-08-23,MSFT,2096568046514.1296
2022-08-24,MSFT,2083344795887.4849
2022-08-25,MSFT,2042575144564.0237
2022-08-26,MSFT,2000349691210.715
2022-08-29,MSFT,2042336741409.075
2022-08-30,MSFT,2048842075724.0317
2022-08-31,MSFT,2031493982509.872
2022-09-01,MSFT,2018707509639.352
2022-09-02,MSFT,2041949208380.08
2022-09-05,MSFT,2016675204451.4436
2022-09-06,MSFT,2019567175305.78
2022-09-07,MSFT,1956090663223.7795
2022-09-08,MSFT,1960631729299.4846
2022-09-09,MSFT,1970456127795.979
2022-09-12,MSFT,1970815486127.18
2022-09-13,MSFT,1992294393934.3418
2022-09-14,MSFT,2026096416491.524
2022-09-15,MSFT,2005085184365.6284
2022-09-16,MSFT,2011200197751.2368
