date,symbol,asset_returns
2022-03-28,AAPL,0.031358748316418904
2022-03-29,AAPL,0.004585081293032247
2022-03-30,AAPL,0.0037161708510138206
2022-03-31,AAPL,-0.002048653535167804
2022-04-01,AAPL,-0.0043345784017478645
2022-04-04,AAPL,-0.0038260485840986083
2022-04-05,AAPL,-0.017145075943126253
2022-04-06,AAPL,0.00040747109519819955
2022-04-07,AAPL,0.02095233301911189
2022-04-08,AAPL,-0.009139456394888671
2022-04-11,AAPL,0.009816940762763869
2022-04-12,AAPL,0.010965490727134212
2022-04-13,AAPL,0.023886725832942397
2022-04-14,AAPL,-0.005398758408117752
2022-04-15,AAPL,-0.000022998527377524232
2022-04-18,AAPL,0.014303459780823945
2022-04-19,AAPL,0.002025293418303674
2022-04-20,AAPL,-0.007198986609393432
2022-04-21,AAPL,-0.01628111363098317
2022-04-22,AAPL,0.023959219492143975
2022-04-25,AAPL,0.013267212560943285
2022-04-26,AAPL,0.00032567793440736
2022-04-27,AAPL,0.006222575249460144
2022-04-28,AAPL,0.015034118808915531
2022-04-29,AAPL,0.01590833755714329
2022-05-02,AAPL,0.02016830531921082
2022-05-03,AAPL,-0.00366845491826332
2022-05-04,AAPL,0.0008210911310278096
2022-05-05,AAPL,0.037060780804352406
2022-05-06,AAPL,0.02911108799540129
2022-05-09,AAPL,-0.0034224617889468127
2022-05-10,AAPL,0.008663788839137071
2022-05-11,AAPL,-0.009175944853955086
2022-05-12,AAPL,-0.0071103125950070355
2022-05-13,AAPL,0.0013824076405256755
2022-05-16,AAPL,-0.004040905053241353
2022-05-17,AAPL,-0.01921710737331252
2022-05-18,AAPL,0.02528928250560333
2022-05-19,AAPL,0.007106495282118781
2022-05-20,AAPL,-0.00033042990948030674
2022-05-23,AAPL,-0.023684444744839904
2022-05-24,AAPL,-0.011517959172211134
2022-05-25,AAPL,-0.016078913180870506
2022-05-26,AAPL,-0.005159880531644998
2022-05-27,AAPL,-0.008028954220229825
2022-05-30,AAPL,-0.00791600019493582
2022-05-31,AAPL,0.030283551108421812
2022-06-01,AAPL,-0.011143992970021036
2022-06-02,AAPL,0.007164321913308986
2022-06-03,AAPL,-0.008918010521085902
2022-06-06,AAPL,-0.006505553965684868
2022-06-07,AAPL,0.015437609811167497
2022-06-08,AAPL,-0.0050312442404754285
2022-06-09,AAPL,-0.0006516209287288589
2022-06-10,AAPL,-0.016446826920819845
2022-06-13,AAPL,-0.012354625147123703
2022-06-14,AAPL,-0.0057257074092741415
2022-06-15,AAPL,0.009367898959076033
2022-06-16,AAPL,-0.028752379805642977
2022-06-17,AAPL,0.029689297780275823
2022-06-20,AAPL,-0.009203218183614857
2022-06-21,AAPL,0.01877232497002832
2022-06-22,AAPL,0.015580943455485807
2022-06-23,AAPL,-0.010847153359890676
2022-06-24,AAPL,0.0320497561062281
2022-06-27,AAPL,0.017391538987847746
2022-06-28,AAPL,-0.009234412381499586
2022-06-29,AAPL,0.004693910126398342
2022-06-30,AAPL,0.006062766680528757
2022-07-01,AAPL,-0.010883306565642972
2022-07-04,AAPL,-0.005793294725688085
2022-07-05,AAPL,-0.01634219375973988
2022-07-06,AAPL,0.0019259360025197401
2022-07-07,AAPL,-0.00594256182253832
2022-07-08,AAPL,0.029452630865533038
2022-07-11,AAPL,0.00778406766665363
2022-07-12,AAPL,0.010214307899650702
2022-07-13,AAPL,-0.018548893173918793
2022-07-14,AAPL,0.0020971912143264134
2022-07-15,AAPL,0.003272254695474681
2022-07-18,AAPL,-0.006914625833609606
2022-07-19,AAPL,0.022071994500086702
2022-07-20,AAPL,0.015543075657324837
2022-07-21,AAPL,-0.013480662320286529
2022-07-22,AAPL,-0.014577143856134045
2022-07-25,AAPL,-0.0020387262711282954
2022-07-26,AAPL,0.014896565030065301
2022-07-27,AAPL,-0.006664820649444734
2022-07-28,AAPL,0.003173835159681542
2022-07-29,AAPL,-0.0015040610611728154
2022-08-01,AAPL,0.0014949163563814454
2022-08-02,AAPL,-0.006083999880078549
2022-08-03,AAPL,-0.001016210855667816
2022-08-04,AAPL,-0.016914387829310432
2022-08-05,AAPL,-0.02101499652335523
2022-08-08,AAPL,-0.016335774495622124
2022-08-09,AAPL,0.0036009879538558094
2022-08-10,AAPL,-0.0027114763670304702
2022-08-11,AAPL,-0.005004622042495083
2022-08-12,AAPL,0.028801576176695466
2022-08-15,AAPL,0.008824973488058614
2022-08-16,AAPL,0.003815243230542035
2022-08-17,AAPL,-0.004546965218840718
2022-08-18,AAPL,0.00801659795757662
2022-08-19,AAPL,0.004298386053708444
2022-08-22,AAPL,-0.02907426493465617
2022-08-23,AAPL,0.01651303346770494
2022-08-24,AAPL,0.0061007019899891185
2022-08-25,AAPL,-0.0004008815724411206
2022-08-26,AAPL,-0.008419674002692503
2022-08-29,AAPL,0.018574619889798926
2022-08-30,AAPL,0.01571854597470231
2022-08-31,AAPL,-0.020297075027652822
2022-09-01,AAPL,-0.006936899029686041
2022-09-02,AAPL,0.023426926255077696
2022-09-05,AAPL,-0.011353480060297325
2022-09-06,AAPL,-0.0029797352451690616
2022-09-07,AAPL,-0.03532213498469964
2022-09-08,AAPL,0.009171674906218268
2022-09-09,AAPL,-0.002934737416056211
2022-09-12,AAPL,-0.0062885624837532815
2022-09-13,AAPL,-0.010747569208110843
2022-09-14,AAPL,0.025693601977175004
2022-09-15,AAPL,-0.030605553753550705
2022-09-16,AAPL,-0.012708879996765315
2022-09-19,AAPL,-0.0279540605425787
2022-09-20,AAPL,0.0015887711286218902
2022-09-21,AAPL,-0.011897071880202927
2022-09-22,AAPL,0.009087454015227094
2022-09-23,AAPL,-0.004638230659009591
2022-09-26,AAPL,0.016628564217952828
2022-09-27,AAPL,0.010753658536984642
2022-09-28,AAPL,0.018707675332460313
2022-09-29,AAPL,0.015283065738023925
2022-09-30,AAPL,-0.0008294128434373996
2022-10-03,AAPL,-0.011042572065976017
2022-10-04,AAPL,0.003965032104980141
2022-10-05,AAPL,-0.01814700476165664
2022-10-06,AAPL,0.02045051220229531
2022-10-07,AAPL,0.0416133711536435
2022-10-10,AAPL,0.003929341421657859
2022-10-11,AAPL,0.0021396419142815063
2022-10-12,AAPL,-0.017725502580043268
2022-10-13,AAPL,0.00572394851489127
2022-10-14,AAPL,0.010950160439682995
2022-10-17,AAPL,0.001815473538808926
2022-10-18,AAPL,-0.01710687231432596
2022-10-19,AAPL,-0.037499897137941704
2022-10-20,AAPL,0.011723104881694228
2022-10-21,AAPL,0.020697693369554203
2022-10-24,AAPL,-0.01129045633159928
2022-10-25,AAPL,-0.00381971472186493
2022-10-26,AAPL,0.015210153177252462
2022-10-27,AAPL,0.002394792698177331
2022-10-28,AAPL,0.020559360660845242
2022-10-31,AAPL,-0.016828980835907937
2022-11-01,AAPL,-0.001585464554377138
2022-11-02,AAPL,-0.0065173908866933885
2022-11-03,AAPL,0.024319315862597012
2022-11-04,AAPL,0.001972482387117061
2022-11-07,AAPL,-0.007277063475403665
2022-11-08,AAPL,0.021486001410168713
2022-11-09,AAPL,0.02840720226502755
2022-11-10,AAPL,0.0047394616477988115
2022-11-11,AAPL,0.0011238356032929578
2022-11-14,AAPL,0.011414581976675943
2022-11-15,AAPL,-0.013131155754124768
2022-11-16,AAPL,0.017070368095157808
2022-11-17,AAPL,0.022111529293201333
2022-11-18,AAPL,0.012966939012993648
2022-11-21,AAPL,-0.010794755404325888
2022-11-22,AAPL,-0.016760203733202493
2022-11-23,AAPL,-0.004830493731546771
2022-11-24,AAPL,-0.015258703027263636
2022-11-25,AAPL,-0.007031101734903894
2022-11-28,AAPL,0.010306857102469359
2022-11-29,AAPL,-0.015277745770476862
2022-11-30,AAPL,0.004598375338565218
2022-12-01,AAPL,-0.02260452253075034
2022-12-02,AAPL,0.02399659500548086
2022-12-05,AAPL,-0.024244874838419417
2022-12-06,AAPL,-0.011467424896417135
2022-12-07,AAPL,0.010469394137067808
2022-12-08,AAPL,-0.020713573185816438
2022-12-09,AAPL,-0.006243196459904789
2022-12-12,AAPL,-0.004563331857437252
2022-12-13,AAPL,-0.0013530920234592087
2022-12-14,AAPL,-0.02578380818305159
2022-12-15,AAPL,-0.02481241001461971
2022-12-16,AAPL,-0.01025437185456974
2022-12-19,AAPL,0.010617995718191622
2022-12-20,AAPL,0.006277732022517133
2022-12-21,AAPL,-0.010046225244606603
2022-12-22,AAPL,0.015149209133979897
2022-12-23,AAPL,-0.013154889453763984
2022-12-26,AAPL,-0.0027483874725188315
2022-12-27,AAPL,0.016168416026112322
2022-12-28,AAPL,0.011506037242150158
2022-12-29,AAPL,-0.0009152567015518987
2022-12-30,AAPL,0.023953506360720193
2023-01-02,AAPL,-0.030889724533070366
2023-01-03,AAPL,0.025511096094512967
2023-01-04,AAPL,0.013397095348546923
2023-01-05,AAPL,-0.0135175304637431
2023-01-06,AAPL,0.016405579694310755
2023-01-09,AAPL,0.02141023707777936
2023-01-10,AAPL,0.0014500848940097238
2023-01-11,AAPL,0.028546339799383154
2023-01-12,AAPL,-0.010475187320604294
2023-01-13,AAPL,0.0015945806683107288
2023-01-16,AAPL,-0.0035204328132392507
2023-01-17,AAPL,0.019335406451519772
2023-01-18,AAPL,-0.014261514801946373
2023-01-19,AAPL,-0.01796024953009554
2023-01-20,AAPL,0.021262736080693123
2023-01-23,AAPL,0.017417559776028255
2023-01-24,AAPL,-0.00894924317115075
2023-01-25,AAPL,-0.021359792895670155
2023-01-26,AAPL,0.0005352403051613877
2023-01-27,AAPL,0.012491802379632884
2023-01-30,AAPL,0.008323803445518916
2023-01-31,AAPL,0.004507981063038124
2023-02-01,AAPL,0.019761756319891608
2023-02-02,AAPL,-0.022083420902726816
2023-02-03,AAPL,0.0004908676479229477
2023-02-06,AAPL,-0.01792086537267424
2023-02-07,AAPL,-0.00037536642015131415
2023-02-08,AAPL,0.01087247395957947
2023-02-09,AAPL,0.004724797097416786
2023-02-10,AAPL,0.01775110348316684
2023-02-13,AAPL,0.05027437702891844
2023-02-14,AAPL,0.0045391994572800895
2023-02-15,AAPL,0.021763083122294614
2023-02-16,AAPL,0.006109637019772689
2023-02-17,AAPL,0.0035548556784658516
2023-02-20,AAPL,0.03091433830078065
2023-02-21,AAPL,-0.014392840024453464
2023-02-22,AAPL,-0.007392977948271281
2023-02-23,AAPL,0.02133841752832969
2023-02-24,AAPL,0.004728674507524931
2023-02-27,AAPL,0.005169202134142705
2023-02-28,AAPL,0.012926817082750855
2023-03-01,AAPL,-0.005338011776894751
2023-03-02,AAPL,0.017386892708434895
2023-03-03,AAPL,0.02535131585013699
2023-03-06,AAPL,0.01447723934383002
2023-03-07,AAPL,0.03163593189970183
2023-03-08,AAPL,0.005660232926226797
2023-03-09,AAPL,0.04593625053325695
2023-03-10,AAPL,0.02322595750981982
2023-03-13,AAPL,0.002887420452854509
2023-03-14,AAPL,-0.0053281590347823565
2023-03-15,AAPL,0.0026853875008602444
2023-03-16,AAPL,0.01570879000443757
2023-03-17,AAPL,-0.04868615951107708
2023-03-20,AAPL,0.006134055173815111
2023-03-21,AAPL,-0.000981743961656168
2023-03-22,AAPL,0.00476261653378658
2023-03-23,AAPL,-0.0123962902812312
2023-03-24,AAPL,-0.04210926582068371
2023-03-27,AAPL,-0.016437721873539153
2023-03-28,AAPL,0.006362107817638936
2023-03-29,AAPL,0.0021299633672791796
2023-03-30,AAPL,0.008905182374501166
2023-03-31,AAPL,-0.014377383720498424
2023-04-03,AAPL,0.0012772516456794917
2023-04-04,AAPL,0.031091590695549766
2023-04-05,AAPL,0.0023936397981536802
2023-04-06,AAPL,0.02376569093123744
2023-04-07,AAPL,0.016075181091611185
2023-04-10,AAPL,0.00937120134003136
2023-04-11,AAPL,0.02218169265186412
2023-04-12,AAPL,-0.02577942825788812
2023-04-13,AAPL,-0.010832837501410751
2023-04-14,AAPL,0.024127114730979518
2023-04-17,AAPL,0.006287423848666307
2023-04-18,AAPL,-0.015757287283373243
2023-04-19,AAPL,0.00534832139874843
2023-04-20,AAPL,-0.002400847291224943
2023-04-21,AAPL,-0.03936120545509593
2023-04-24,AAPL,0.004276840163478722
2023-04-25,AAPL,-0.011481670519207425
2023-04-26,AAPL,0.026404692592468484
2023-04-27,AAPL,0.021555423299787928
2023-04-28,AAPL,0.03610314095611191
2023-05-01,AAPL,0.0038697162620777927
2023-05-02,AAPL,-0.012479547386827664
2023-05-03,AAPL,0.0013936053828550914
2023-05-04,AAPL,-0.008567086146667388
2023-05-05,AAPL,-0.01497023898313158
2023-05-08,AAPL,-0.014110960264051174
2023-05-09,AAPL,-0.009392847945783784
2023-05-10,AAPL,0.02338394864679166
2023-05-11,AAPL,-0.024129855948933847
2023-05-12,AAPL,-0.004459706041525518
2023-05-15,AAPL,-0.026809753742353854
2023-05-16,AAPL,-0.024348703760091187
2023-05-17,AAPL,-0.0031518923931412425
2023-05-18,AAPL,-0.029617021649710498
2023-05-19,AAPL,-0.004925209475036057
2023-05-22,AAPL,-0.009107940866220361
2023-05-23,AAPL,0.008615588387871655
2023-05-24,AAPL,-0.007136661073170993
2023-05-25,AAPL,-0.014935519089169316
2023-05-26,AAPL,0.022328840627123085
2023-05-29,AAPL,-0.007852008775466046
2023-05-30,AAPL,-0.003715286890846086
2023-05-31,AAPL,0.0111214869749935
2023-06-01,AAPL,0.025222418450701306
2023-06-02,AAPL,0.02249115488098591
2023-06-05,AAPL,0.021833178756398945
2023-06-06,AAPL,0.02508457467481895
2023-06-07,AAPL,0.013978919543009661
2023-06-08,AAPL,-0.0037294105865346245
2023-06-09,AAPL,-0.017439939782868934
2023-06-12,AAPL,-0.01919242752747409
2023-06-13,AAPL,-0.007196788023579091
2023-06-14,AAPL,0.010368238140062588
2023-06-15,AAPL,-0.03059947938200163
2023-06-16,AAPL,-0.034708473172254464
2023-06-19,AAPL,0.00013619219303567624
2023-06-20,AAPL,0.02883339090891203
2023-06-21,AAPL,0.005804006067077627
2023-06-22,AAPL,0.015715482888060288
2023-06-23,AAPL,0.030610889331249218
2023-06-26,AAPL,-0.00007002982254559467
2023-06-27,AAPL,-0.014951878842669412
2023-06-28,AAPL,0.01327495106916337
2023-06-29,AAPL,-0.03258333914644253
2023-06-30,AAPL,0.00016893701737487983
2023-07-03,AAPL,-0.015819893779411353
2023-07-04,AAPL,-0.011434904494246478
2023-07-05,AAPL,-0.02098885620608478
2023-07-06,AAPL,0.003469193325235819
2023-07-07,AAPL,0.002607342995387015
2023-07-10,AAPL,-0.013618756953888617
2023-07-11,AAPL,-0.010659156519922986
2023-07-12,AAPL,-0.024718271518882916
2023-07-13,AAPL,0.04025196747986909
2023-07-14,AAPL,0.01069639739450192
2023-07-17,AAPL,0.0209582912009446
2023-07-18,AAPL,-0.010992340878663532
2023-07-19,AAPL,-0.009429594465623161
2023-07-20,AAPL,0.004518585592104591
2023-07-21,AAPL,-0.005430190026098506
2023-07-24,AAPL,-0.01633607326869561
2023-07-25,AAPL,0.016004229853331716
2023-07-26,AAPL,0.009374722852869631
2023-07-27,AAPL,0.014874143094983529
2023-07-28,AAPL,0.0029896482150948483
2023-07-31,AAPL,0.011984467367569768
2023-08-01,AAPL,-0.021944685628157094
2023-08-02,AAPL,0.00088494426256007
2023-08-03,AAPL,0.020227675939328775
2023-08-04,AAPL,0.019438159704121074
2023-08-07,AAPL,0.01703105013492025
2023-08-08,AAPL,0.0353762439561677
2023-08-09,AAPL,-0.033376390655343785
2023-08-10,AAPL,-0.01603212951267897
2023-08-11,AAPL,-0.03189333084399842
2023-08-14,AAPL,0.01221923444907123
2023-08-15,AAPL,0.006113667837286835
2023-08-16,AAPL,0.003288900648994647
2023-08-17,AAPL,-0.045342778449754234
2023-08-18,AAPL,0.007937837439566072
2023-08-21,AAPL,-0.023914839290262266
2023-08-22,AAPL,-0.010459050035227391
2023-08-23,AAPL,-0.004829572992971994
2023-08-24,AAPL,-0.01580117924085974
2023-08-25,AAPL,0.0006815467204288267
2023-08-28,AAPL,-0.010292946225283697
2023-08-29,AAPL,-0.0007205349904727838
2023-08-30,AAPL,-0.00940917923909772
2023-08-31,AAPL,0.028572710969111886
2023-09-01,AAPL,-0.004863093192421285
2023-09-04,AAPL,0.010624560861684298
2023-09-05,AAPL,-0.014896791652161026
2023-09-06,AAPL,-0.01988894134546798
2023-09-07,AAPL,0.008456609745155316
2023-09-08,AAPL,0.00031334026353424527
2023-09-11,AAPL,-0.01637690085478953
2023-09-12,AAPL,-0.034490317739317114
2023-09-13,AAPL,-0.007486991077548536
2023-09-14,AAPL,-0.0054273068113705235
2023-09-15,AAPL,-0.014425931081963654
2023-09-18,AAPL,-0.010176623035089071
2023-09-19,AAPL,-0.01587766380643894
2023-09-20,AAPL,0.014258099861321243
2023-09-21,AAPL,-0.014247190262872706
2023-09-22,AAPL,-0.03193436084513857
2023-09-25,AAPL,-0.023184326786930706
2023-09-26,AAPL,-0.021616885249655576
2023-09-27,AAPL,-0.0038177887255240587
2023-09-28,AAPL,-0.010991176053516783
2023-09-29,AAPL,-0.013411975141455494
2023-10-02,AAPL,-0.0012494364027507408
2023-10-03,AAPL,0.0017359880486375488
2023-10-04,AAPL,-0.012886001788210179
2023-10-05,AAPL,-0.007778522630542028
2023-10-06,AAPL,0.009613571095448381
2023-10-09,AAPL,0.0035635473924863726
2023-10-10,AAPL,-0.009461395064178535
2023-10-11,AAPL,0.009736679852504785
2023-10-12,AAPL,-0.02885012048667631
2023-10-13,AAPL,-0.031022861903850788
2023-10-16,AAPL,-0.025458548784552407
2023-10-17,AAPL,0.018670119176541742
2023-10-18,AAPL,0.018913972669291772
2023-10-19,AAPL,-0.012299984342631468
2023-10-20,AAPL,-0.00046566192979231955
2023-10-23,AAPL,-0.008668850646908855
2023-10-24,AAPL,0.009910996874968967
2023-10-25,AAPL,0.023571799941983284
2023-10-26,AAPL,0.0030358169629290206
2023-10-27,AAPL,0.03634598283853573
2023-10-30,AAPL,0.015158832075657925
2023-10-31,AAPL,-0.011051987073219922
2023-11-01,AAPL,-0.005887979901816587
2023-11-02,AAPL,-0.011203234110926875
2023-11-03,AAPL,0.0028815175690738255
2023-11-06,AAPL,0.010468580701509226
2023-11-07,AAPL,-0.018641468138411676
2023-11-08,AAPL,0.007745379083302636
2023-11-09,AAPL,0.02466664913646741
2023-11-10,AAPL,0.020459122588583466
2023-11-13,AAPL,-0.012052703460626755
2023-11-14,AAPL,-0.009643382325786428
2023-11-15,AAPL,-0.012310772095095311
2023-11-16,AAPL,-0.022194467420834876
2023-11-17,AAPL,0.0006008096379921477
2023-11-20,AAPL,0.0018825409180353468
2023-11-21,AAPL,0.006155775716951765
2023-11-22,AAPL,-0.012557225829770957
2023-11-23,AAPL,-0.02063658993568494
2023-11-24,AAPL,-0.013358081815724251
2023-11-27,AAPL,-0.009465458545307889
2023-11-28,AAPL,-0.012019868288225264
2023-11-29,AAPL,0.029126492389181274
2023-11-30,AAPL,0.0017855605739378303
2023-12-01,AAPL,-0.029310522747937114
2022-01-03,MSFT,-0.005501854055646502
2022-01-04,MSFT,0.006597779447220997
2022-01-05,MSFT,0.015108828191575914
2022-01-06,MSFT,-0.000515523007269703
2022-01-07,MSFT,-0.004950502844772966
2022-01-10,MSFT,0.020187696364689964
2022-01-11,MSFT,0.011447907550947496
2022-01-12,MSFT,0.029020548351657058
2022-01-13,MSFT,-0.02825154507340703
2022-01-14,MSFT,-0.021393422686443855
2022-01-17,MSFT,0.012782654081381909
2022-01-18,MSFT,-0.010125202879349473
2022-01-19,MSFT,-0.0034572886330077966
2022-01-20,MSFT,-0.0021515974347846387
2022-01-21,MSFT,-0.0114152049955045
2022-01-24,MSFT,-0.010213346843884629
2022-01-25,MSFT,-0.03073796117258679
2022-01-26,MSFT,-0.0014064790925205732
2022-01-27,MSFT,0.010261337749672838
2022-01-28,MSFT,0.0153355778747488
2022-01-31,MSFT,0.019017436047821842
2022-02-01,MSFT,0.01257399840301215
2022-02-02,MSFT,0.003039734644870314
2022-02-03,MSFT,-0.033828687915453376
2022-02-04,MSFT,-0.012945981698449495
2022-02-07,MSFT,-0.0020615199356385106
2022-02-08,MSFT,0.008503339591153838
2022-02-09,MSFT,-0.013024356123336366
2022-02-10,MSFT,-0.0021715919133114543
2022-02-11,MSFT,0.01099022151689993
2022-02-14,MSFT,-0.004862515759464312
2022-02-15,MSFT,0.00693859964028897
2022-02-16,MSFT,0.010924397728057533
2022-02-17,MSFT,0.015999870358428436
2022-02-18,MSFT,-0.004742935232713263
2022-02-21,MSFT,-0.01416129918140125
2022-02-22,MSFT,0.007181287945623241
2022-02-23,MSFT,0.011913887493845761
2022-02-24,MSFT,-0.02398329919450139
2022-02-25,MSFT,0.0008819974902697109
2022-02-28,MSFT,0.013403802710836374
2022-03-01,MSFT,-0.007774908000910314
2022-03-02,MSFT,-0.000706078564462439
2022-03-03,MSFT,-0.02071402409762652
2022-03-04,MSFT,-0.015271742860416864
2022-03-07,MSFT,0.004116078747805827
2022-03-08,MSFT,0.001273365819875305
2022-03-09,MSFT,0.005319923461541163
2022-03-10,MSFT,0.018537801726054105
2022-03-11,MSFT,0.007121123008252709
2022-03-14,MSFT,-0.002128159185796302
2022-03-15,MSFT,0.012348407944728353
2022-03-16,MSFT,0.018099507895299953
2022-03-17,MSFT,-0.007702423141690598
2022-03-18,MSFT,0.01270436667990097
2022-03-21,MSFT,0.0014332046983019753
2022-03-22,MSFT,-0.02536088021967867
2022-03-23,MSFT,-0.02971016092944859
2022-03-24,MSFT,-0.014256747276005323
2022-03-25,MSFT,-0.0035179867185986405
2022-03-28,MSFT,0.00885746027287291
2022-03-29,MSFT,-0.00917814369286298
2022-03-30,MSFT,-0.013242037913213923
2022-03-31,MSFT,-0.0010073308732382734
2022-04-01,MSFT,-0.017124067791786646
2022-04-04,MSFT,-0.008926891672629103
2022-04-05,MSFT,-0.009805502725852913
2022-04-06,MSFT,0.005974822943145138
2022-04-07,MSFT,0.007965846284643517
2022-04-08,MSFT,-0.011185433314608705
2022-04-11,MSFT,-0.0076390063498980275
2022-04-12,MSFT,0.0043343505557926765
2022-04-13,MSFT,0.01273088813549114
2022-04-14,MSFT,0.003867187787274277
2022-04-15,MSFT,0.010388502533655654
2022-04-18,MSFT,-0.009329840239318862
2022-04-19,MSFT,0.013598407815907109
2022-04-20,MSFT,-0.021357960647560945
2022-04-21,MSFT,-0.0036655870001210573
2022-04-22,MSFT,0.015303551850157146
2022-04-25,MSFT,-0.00827699544009217
2022-04-26,MSFT,-0.01092417886122151
2022-04-27,MSFT,-0.011835633234201857
2022-04-28,MSFT,0.011004580102053171
2022-04-29,MSFT,0.009724084051582392
2022-05-02,MSFT,0.011743962366092958
2022-05-03,MSFT,-0.014743456036546022
2022-05-04,MSFT,-0.01015015761523967
2022-05-05,MSFT,0.005595538200659664
2022-05-06,MSFT,0.01212618544624238
2022-05-09,MSFT,-0.009370944174344352
2022-05-10,MSFT,0.017931459324649995
2022-05-11,MSFT,-0.007989114567329293
2022-05-12,MSFT,0.008275616914014215
2022-05-13,MSFT,0.005112348644783393
2022-05-16,MSFT,-0.005272669260959779
2022-05-17,MSFT,-0.01584713165459611
2022-05-18,MSFT,0.016605624413599928
2022-05-19,MSFT,0.01525755290481943
2022-05-20,MSFT,0.006975143210390964
2022-05-23,MSFT,-0.019347516387245273
2022-05-24,MSFT,-0.02891612895532774
2022-05-25,MSFT,-0.010067730841431664
2022-05-26,MSFT,0.014321625268634364
2022-05-27,MSFT,0.004555583475722028
2022-05-30,MSFT,-0.017844349014637967
2022-05-31,MSFT,0.013142085171665433
2022-06-01,MSFT,-0.026931128902211665
2022-06-02,MSFT,-0.012860458119508936
2022-06-03,MSFT,-0.009210012704816002
2022-06-06,MSFT,0.004152345495102098
2022-06-07,MSFT,0.005127811526196452
2022-06-08,MSFT,-0.007393611726877806
2022-06-09,MSFT,0.01737482763587455
2022-06-10,MSFT,0.0007391993862256882
2022-06-13,MSFT,0.005551310535202423
2022-06-14,MSFT,-0.011288695193846447
2022-06-15,MSFT,0.006684083875093212
2022-06-16,MSFT,-0.025264957334987775
2022-06-17,MSFT,0.027199044778354362
2022-06-20,MSFT,-0.014767401009591279
2022-06-21,MSFT,0.01551596025939215
2022-06-22,MSFT,0.002164292489931474
2022-06-23,MSFT,-0.01314051442406343
2022-06-24,MSFT,0.03142689498837736
2022-06-27,MSFT,0.007962482098868425
2022-06-28,MSFT,-0.0027279731788246013
2022-06-29,MSFT,0.004729901861307147
2022-06-30,MSFT,0.013454062280012447
2022-07-01,MSFT,-0.007307219704012142
2022-07-04,MSFT,0.011325543162399119
2022-07-05,MSFT,-0.004324310232884782
2022-07-06,MSFT,0.006883442654839471
2022-07-07,MSFT,-0.007588930722439409
2022-07-08,MSFT,0.03219925143191601
2022-07-11,MSFT,-0.010388310991061786
2022-07-12,MSFT,-0.01334790018801518
2022-07-13,MSFT,-0.03152175598197757
2022-07-14,MSFT,0.00007621139774159744
2022-07-15,MSFT,-0.012693256749716941
2022-07-18,MSFT,-0.02479375216433306
2022-07-19,MSFT,0.013197116404746568
2022-07-20,MSFT,-0.010380778271994196
2022-07-21,MSFT,-0.028666728854506104
2022-07-22,MSFT,-0.024000811339379827
